file	num_alignments	total_length_GB	len_min	len_avg	len_std	len_max	num_identities	id_min	id_avg	id_std	id_max
NA18943_hap1_hprc_r2_v1.0.1.merged.paf	881560	177.315	2209	201137.26	669935.28	18980852	881560	0.807391	0.985516	0.017698	1.000000
NA18943_hap2_hprc_r2_v1.0.1.merged.paf	687535	138.096	1883	200856.24	684036.34	18834102	687535	0.821550	0.985563	0.018007	1.000000
NA18944_hap1_hprc_r2_v1.0.1.merged.paf	674456	141.457	1893	209734.87	684768.71	18853796	674456	0.811818	0.985469	0.017943	1.000000
NA18944_hap2_hprc_r2_v1.0.1.merged.paf	891565	191.079	2013	214319.20	704916.53	16331938	891565	0.819571	0.985033	0.018057	1.000000
NA18945_hap1_hprc_r2_v1.0.1.merged.paf	867897	151.631	1949	174710.55	621845.43	15292179	867897	0.823557	0.984738	0.020432	1.000000
NA18945_hap2_hprc_r2_v1.0.1.merged.paf	755031	152.914	1852	202526.58	689886.98	21696714	755031	0.813883	0.982619	0.023257	1.000000
NA18948_hap1_hprc_r2_v1.0.1.merged.paf	848863	151.597	1529	178588.83	628242.41	17849959	848863	0.807193	0.984320	0.020924	1.000000
NA18948_hap2_hprc_r2_v1.0.1.merged.paf	809920	165.887	2252	204818.71	679033.25	17345602	809920	0.817770	0.985953	0.016513	1.000000
NA18952_hap1_hprc_r2_v1.0.1.merged.paf	736972	136.724	2193	185521.34	639095.14	22310417	736972	0.817881	0.984066	0.020614	1.000000
NA18952_hap2_hprc_r2_v1.0.1.merged.paf	785639	158.999	2309	202381.40	681656.59	20437898	785639	0.797120	0.981138	0.024358	1.000000
NA18959_hap1_hprc_r2_v1.0.1.merged.paf	725802	141.813	2145	195388.33	671712.08	17062302	725802	0.821279	0.983543	0.021635	1.000000
NA18959_hap2_hprc_r2_v1.0.1.merged.paf	654800	132.391	2067	202185.15	677651.85	21086239	654800	0.812772	0.986864	0.015602	1.000000
NA18960_hap1_hprc_r2_v1.0.1.merged.paf	890595	180.632	2042	202821.63	682805.10	21635465	890595	0.812539	0.985809	0.017357	1.000000
NA18960_hap2_hprc_r2_v1.0.1.merged.paf	862533	171.180	1639	198462.16	668103.96	17254752	862533	0.798712	0.984955	0.018540	1.000000
NA18967_hap1_hprc_r2_v1.0.1.merged.paf	643390	136.324	2018	211883.43	691729.33	18138000	643390	0.821857	0.985867	0.017511	1.000000
NA18967_hap2_hprc_r2_v1.0.1.merged.paf	731501	153.231	1852	209474.27	709340.59	22941965	731501	0.792663	0.982398	0.022889	1.000000
NA18970_hap1_hprc_r2_v1.0.1.merged.paf	524931	109.611	2224	208810.51	696113.42	18593447	524931	0.823611	0.985468	0.017445	1.000000
NA18970_hap2_hprc_r2_v1.0.1.merged.paf	801222	159.746	1981	199377.82	688043.51	19855673	801222	0.822063	0.985598	0.016880	1.000000
NA18971_hap1_hprc_r2_v1.0.1.merged.paf	756137	139.558	2223	184567.04	652449.47	18914000	756137	0.819761	0.984684	0.020126	1.000000
NA18971_hap2_hprc_r2_v1.0.1.merged.paf	799554	171.549	1637	214555.69	696845.25	21634599	799554	0.820231	0.982600	0.023181	1.000000
NA18974_hap1_hprc_r2_v1.0.1.merged.paf	852608	180.279	1894	211444.54	688809.76	20383794	852608	0.825596	0.985623	0.017259	1.000000
NA18974_hap2_hprc_r2_v1.0.1.merged.paf	999406	207.616	2081	207738.97	700479.34	20739876	999406	0.818411	0.981626	0.024526	1.000000
NA18976_hap1_hprc_r2_v1.0.1.merged.paf	799812	166.005	2259	207555.38	689128.43	18736110	799812	0.817071	0.980774	0.024842	1.000000
NA18976_hap2_hprc_r2_v1.0.1.merged.paf	866079	177.550	1853	205004.37	688231.25	17669609	866079	0.816816	0.983388	0.021956	1.000000
NA18982_hap1_hprc_r2_v1.0.1.merged.paf	862532	180.071	2152	208770.05	679861.55	18984135	862532	0.820992	0.984726	0.018648	1.000000
NA18982_hap2_hprc_r2_v1.0.1.merged.paf	670367	140.491	2067	209572.74	702009.44	16771496	670367	0.816526	0.981422	0.024905	1.000000
NA18983_hap1_hprc_r2_v1.0.1.merged.paf	682821	133.400	2023	195366.16	660859.22	17554513	682821	0.811044	0.984757	0.019441	1.000000
NA18983_hap2_hprc_r2_v1.0.1.merged.paf	760447	159.390	1976	209600.30	703771.12	17855051	760447	0.817628	0.983188	0.022745	1.000000
NA19036_hap1_hprc_r2_v1.0.1.merged.paf	963258	181.615	1980	188542.24	589737.80	16768165	963258	0.815076	0.983247	0.021021	1.000000
NA19036_hap2_hprc_r2_v1.0.1.merged.paf	838156	164.979	2067	196836.04	609848.63	15110206	838156	0.825710	0.982499	0.022408	1.000000
NA19043_hap1_hprc_r2_v1.0.1.merged.paf	728226	133.402	2080	183187.33	582188.68	13123259	728226	0.827913	0.984766	0.017764	1.000000
NA19043_hap2_hprc_r2_v1.0.1.merged.paf	765809	156.807	1853	204760.49	612479.65	14379216	765809	0.813677	0.981090	0.024097	1.000000
NA19087_hap1_hprc_r2_v1.0.1.merged.paf	712249	150.299	1980	211020.68	687734.25	21769000	712249	0.821977	0.982724	0.023080	1.000000
NA19087_hap2_hprc_r2_v1.0.1.merged.paf	644648	143.506	2100	222611.15	709625.74	22286923	644648	0.819497	0.981933	0.023812	1.000000
NA19159_hap1_hprc_r2_v1.0.1.merged.paf	744842	153.370	1718	205909.16	615122.95	14968367	744842	0.807048	0.983292	0.020391	1.000000
NA19159_hap2_hprc_r2_v1.0.1.merged.paf	819568	156.974	1853	191532.04	596572.58	14955235	819568	0.825988	0.981489	0.022714	1.000000
NA19185_hap1_hprc_r2_v1.0.1.merged.paf	735355	129.030	2154	175465.84	570650.37	14538000	735355	0.814994	0.982669	0.022060	1.000000
NA19185_hap2_hprc_r2_v1.0.1.merged.paf	795796	163.006	2157	204834.31	622720.96	16796694	795796	0.817693	0.983750	0.020170	1.000000
NA19240_mat_hprc_r2_v1.0.1.merged.paf	873642	169.000	1760	193443.34	600436.25	14723631	873642	0.814760	0.983245	0.020523	1.000000
NA19240_pat_hprc_r2_v1.0.1.merged.paf	956361	177.533	1520	185634.12	581424.88	17833515	956361	0.820139	0.983283	0.021584	1.000000
NA19338_hap1_hprc_r2_v1.0.1.merged.paf	928932	195.658	1973	210627.20	627090.37	13399752	928932	0.814459	0.983080	0.022767	1.000000
NA19338_hap2_hprc_r2_v1.0.1.merged.paf	659522	128.866	2251	195393.55	604131.52	14961000	659522	0.828601	0.983446	0.020862	1.000000
NA19391_hap1_hprc_r2_v1.0.1.merged.paf	923982	168.736	2067	182618.10	583767.69	15318312	923982	0.810293	0.983314	0.020618	1.000000
NA19391_hap2_hprc_r2_v1.0.1.merged.paf	748626	154.500	2067	206377.51	620730.15	15468216	748626	0.814060	0.983694	0.020034	1.000000
NA19443_hap1_hprc_r2_v1.0.1.merged.paf	894506	154.870	2021	173134.77	560572.21	17181949	894506	0.819988	0.984000	0.019965	1.000000
NA19443_hap2_hprc_r2_v1.0.1.merged.paf	822761	153.734	1991	186851.52	593892.81	15899365	822761	0.825768	0.982148	0.021828	1.000000
NA19468_hap1_hprc_r2_v1.0.1.merged.paf	778666	147.191	2100	189029.30	592717.83	13931440	778666	0.821445	0.981845	0.022837	1.000000
NA19468_hap2_hprc_r2_v1.0.1.merged.paf	728580	134.768	2114	184973.51	587396.11	13359367	728580	0.818033	0.982303	0.022631	1.000000
NA19682_hap1_hprc_r2_v1.0.1.merged.paf	710327	139.342	1639	196165.45	656362.59	22783248	710327	0.822640	0.983893	0.020522	1.000000
NA19682_hap2_hprc_r2_v1.0.1.merged.paf	787755	159.662	2281	202679.47	681199.21	22128039	787755	0.821623	0.983558	0.021553	1.000000
NA19700_hap1_hprc_r2_v1.0.1.merged.paf	851034	162.950	1853	191473.29	603490.12	14911002	851034	0.817792	0.984131	0.019798	1.000000
NA19700_hap2_hprc_r2_v1.0.1.merged.paf	913490	174.825	1981	191380.93	603297.47	17706348	913490	0.821374	0.981775	0.023055	1.000000
NA19776_hap1_hprc_r2_v1.0.1.merged.paf	810495	168.120	1631	207428.39	688682.84	19188359	810495	0.814129	0.983065	0.023406	1.000000
NA19776_hap2_hprc_r2_v1.0.1.merged.paf	926747	187.078	2439	201865.71	680252.05	21545231	926747	0.810318	0.982803	0.022631	1.000000
NA19835_hap1_hprc_r2_v1.0.1.merged.paf	789160	149.951	1853	190013.32	601231.51	14401503	789160	0.807840	0.982289	0.022376	1.000000
NA19835_hap2_hprc_r2_v1.0.1.merged.paf	830353	156.589	1849	188581.75	604585.97	15423127	830353	0.814971	0.983332	0.021280	1.000000
NA19909_hap1_hprc_r2_v1.0.1.merged.paf	640517	131.790	2127	205755.28	628939.61	18773977	640517	0.822533	0.983492	0.020696	1.000000
NA19909_hap2_hprc_r2_v1.0.1.merged.paf	746602	153.402	2067	205466.35	628560.51	18358828	746602	0.821179	0.983194	0.021436	1.000000
NA20129_mat_hprc_r2_v1.0.1.merged.paf	858693	165.716	1980	192986.16	619189.93	17484581	858693	0.818556	0.983764	0.020775	1.000000
NA20129_pat_hprc_r2_v1.0.1.merged.paf	974403	186.575	2140	191475.94	595045.77	15105686	974403	0.826693	0.982063	0.022665	1.000000
NA20282_hap1_hprc_r2_v1.0.1.merged.paf	835941	168.203	2067	201214.55	632064.29	16409312	835941	0.818392	0.982280	0.022994	1.000000
NA20282_hap2_hprc_r2_v1.0.1.merged.paf	718267	140.092	2169	195041.75	617031.44	17109125	718267	0.807080	0.980839	0.025594	1.000000
NA20346_hap1_hprc_r2_v1.0.1.merged.paf	796474	154.190	2223	193590.64	611005.19	16026133	796474	0.826191	0.984688	0.018285	1.000000
NA20346_hap2_hprc_r2_v1.0.1.merged.paf	691214	144.296	1986	208757.82	641093.01	16569000	691214	0.815497	0.983228	0.022539	1.000000
NA20503_hap1_hprc_r2_v1.0.1.merged.paf	827448	165.671	2157	200218.99	662375.26	18836485	827448	0.813261	0.983355	0.021231	1.000000
NA20503_hap2_hprc_r2_v1.0.1.merged.paf	896494	169.545	1853	189120.20	653896.21	16618524	896494	0.814736	0.984104	0.020642	1.000000
NA20752_hap1_hprc_r2_v1.0.1.merged.paf	819732	154.269	2021	188194.76	648383.19	17791217	819732	0.796819	0.984198	0.020087	1.000000
NA20752_hap2_hprc_r2_v1.0.1.merged.paf	969952	193.898	1853	199904.59	673445.75	18013059	969952	0.819045	0.984003	0.020546	1.000000
NA20762_hap1_hprc_r2_v1.0.1.merged.paf	777865	150.898	2223	193990.20	648141.07	18257558	777865	0.819105	0.983782	0.020817	1.000000
NA20762_hap2_hprc_r2_v1.0.1.merged.paf	732687	153.377	2123	209335.25	695162.41	20423129	732687	0.818065	0.982445	0.023376	1.000000
NA20799_hap1_hprc_r2_v1.0.1.merged.paf	765275	150.086	1835	196119.94	654385.75	18052840	765275	0.816934	0.982546	0.022177	1.000000
NA20799_hap2_hprc_r2_v1.0.1.merged.paf	836964	159.231	1760	190247.86	649449.18	18436429	836964	0.819639	0.982927	0.022648	1.000000
NA20805_hap1_hprc_r2_v1.0.1.merged.paf	699234	136.237	1760	194836.81	651298.09	15959044	699234	0.822592	0.985179	0.018037	1.000000
NA20805_hap2_hprc_r2_v1.0.1.merged.paf	1026314	196.553	1853	191513.04	653625.25	21532617	1026314	0.818817	0.983281	0.021857	1.000000
NA20806_hap1_hprc_r2_v1.0.1.merged.paf	954409	169.296	1979	177383.28	624487.34	21618982	954409	0.811374	0.983700	0.021492	1.000000
NA20806_hap2_hprc_r2_v1.0.1.merged.paf	630302	131.823	2226	209143.10	698938.78	22161880	630302	0.812753	0.983837	0.021753	1.000000
NA20809_hap1_hprc_r2_v1.0.1.merged.paf	757515	148.504	2036	196041.65	656666.10	17066142	757515	0.812235	0.985379	0.017334	1.000000
NA20809_hap2_hprc_r2_v1.0.1.merged.paf	738434	147.553	1927	199819.39	671871.91	18095164	738434	0.807823	0.980587	0.025096	1.000000
NA20827_hap1_hprc_r2_v1.0.1.merged.paf	858342	160.178	1907	186612.84	645083.57	22594205	858342	0.812750	0.985260	0.017610	1.000000
NA20827_hap2_hprc_r2_v1.0.1.merged.paf	786379	154.129	1856	195998.56	654914.29	20741438	786379	0.820318	0.983060	0.021327	1.000000
NA20850_hap1_hprc_r2_v1.0.1.merged.paf	741497	133.533	1853	180085.19	641547.44	15469705	741497	0.822755	0.983971	0.021787	1.000000
NA20850_hap2_hprc_r2_v1.0.1.merged.paf	705699	141.765	1852	200885.43	659152.31	17097000	705699	0.811818	0.983939	0.021430	1.000000
NA20870_hap1_hprc_r2_v1.0.1.merged.paf	900068	168.839	2223	187585.00	641944.03	21631762	900068	0.815066	0.985346	0.020031	1.000000
NA20870_hap2_hprc_r2_v1.0.1.merged.paf	794719	159.707	1907	200960.10	664085.52	17673966	794719	0.810867	0.983898	0.021131	1.000000
NA20905_hap1_hprc_r2_v1.0.1.merged.paf	709070	144.896	1853	204347.05	665566.66	18568994	709070	0.821965	0.985100	0.019019	1.000000
NA20905_hap2_hprc_r2_v1.0.1.merged.paf	1024643	214.859	2100	209691.27	687071.44	22609394	1024643	0.797830	0.982374	0.022456	1.000000
NA21093_hap1_hprc_r2_v1.0.1.merged.paf	855614	183.569	2157	214546.89	683698.77	17161000	855614	0.825266	0.984686	0.019385	1.000000
NA21093_hap2_hprc_r2_v1.0.1.merged.paf	825728	168.413	2281	203957.16	673599.91	17691352	825728	0.813645	0.982151	0.024240	1.000000
NA21102_hap1_hprc_r2_v1.0.1.merged.paf	783749	156.567	1907	199766.76	668357.59	18071178	783749	0.822923	0.984045	0.021110	1.000000
NA21102_hap2_hprc_r2_v1.0.1.merged.paf	810001	168.519	2309	208048.23	688650.89	16600209	810001	0.825131	0.982816	0.022471	1.000000
NA21106_hap1_hprc_r2_v1.0.1.merged.paf	975466	205.495	2169	210663.16	690636.00	17637958	975466	0.810463	0.982637	0.022502	1.000000
NA21106_hap2_hprc_r2_v1.0.1.merged.paf	983491	191.172	1526	194381.20	666340.73	25230213	983491	0.823190	0.984325	0.019344	1.000000
NA21110_hap1_hprc_r2_v1.0.1.merged.paf	830916	171.648	2137	206577.19	680558.68	19840880	830916	0.810896	0.980355	0.025626	1.000000
NA21110_hap2_hprc_r2_v1.0.1.merged.paf	753761	153.226	2145	203281.80	674277.78	20634259	753761	0.825173	0.983745	0.021186	1.000000
NA21144_hap1_hprc_r2_v1.0.1.merged.paf	958029	177.225	1760	184988.88	648921.64	20283637	958029	0.807785	0.984144	0.021668	1.000000
NA21144_hap2_hprc_r2_v1.0.1.merged.paf	908589	187.287	1907	206129.60	675460.36	20494023	908589	0.815953	0.982783	0.022982	1.000000
NA21309_mat_hprc_r2_v1.0.1.merged.paf	726846	134.753	2021	185393.88	603335.55	14051607	726846	0.825606	0.982860	0.020972	1.000000
NA21309_pat_hprc_r2_v1.0.1.merged.paf	868550	168.543	1853	194050.60	607809.20	18307103	868550	0.813200	0.982675	0.022271	1.000000
TOTAL	389234668	76700.295	881	197054.12	647803.65	30108567	389234668	0.790134	0.983122	0.022187	1.000000
